1560004897636829952,0.15304,-0.66412,0.00512,0.69083,0.70464,0.10802,0.12072,
1560004897736830208,0.17354,-0.70243,0.00545,0.68912,0.70217,0.11991,0.13301,
1560004897836830464,0.19531,-0.73778,0.00372,0.68730,0.69942,0.13172,0.14518,
1560004897936830464,0.21786,-0.77324,0.00276,0.68551,0.69650,0.14304,0.15651,
1560004898036799744,0.24216,-0.80418,0.00217,0.68363,0.69356,0.15398,0.16704,
1560004898136799488,0.26412,-0.83628,0.00154,0.68137,0.69091,0.16433,0.17712,
1560004898236799744,0.28553,-0.86589,0.00110,0.67890,0.68850,0.17436,0.18615,
1560004898336800000,0.30545,-0.89209,0.00080,0.67646,0.68622,0.18410,0.19393,
1560004898436800256,0.32668,-0.91884,0.00058,0.67461,0.68331,0.19433,0.20056,
1560004898536824832,0.34777,-0.94750,0.00099,0.67318,0.68012,0.20360,0.20693,
1560004898636825088,0.36891,-0.97663,0.00089,0.67160,0.67718,0.21115,0.21402,
1560004898736825344,0.39252,-1.00550,0.00120,0.66994,0.67460,0.21808,0.22032,
1560004898836825600,0.41561,-1.03158,0.00193,0.66805,0.67221,0.22461,0.22670,
1560004898936826112,0.43897,-1.05906,0.00258,0.66582,0.66997,0.23133,0.23304,
1560004899036826624,0.46460,-1.08590,0.00271,0.66350,0.66791,0.23761,0.23918,
1560004899136826880,0.48966,-1.11063,0.00285,0.66124,0.66602,0.24309,0.24515,
1560004899236826880,0.51610,-1.13593,0.00291,0.65954,0.66384,0.24789,0.25074,
1560004899336827136,0.54124,-1.16288,0.00307,0.65761,0.66244,0.25213,0.25525,
1560004899436827392,0.56812,-1.19175,0.00350,0.65639,0.66084,0.25571,0.25896,
1560004899536784896,0.59483,-1.21847,0.00422,0.65571,0.65920,0.25888,0.26169,
1560004899636785152,0.61866,-1.24399,0.00528,0.65449,0.65766,0.26189,0.26561,
1560004899736785152,0.64457,-1.26858,0.00626,0.65282,0.65610,0.26590,0.26955,
1560004899836785408,0.66952,-1.28868,0.00734,0.65177,0.65446,0.26999,0.27199,
1560004899936785664,0.69178,-1.30733,0.00777,0.64977,0.65347,0.27412,0.27502,
1560004900036725248,0.71493,-1.32793,0.00805,0.64744,0.65232,0.27810,0.27920,
1560004900136725504,0.73878,-1.34783,0.00905,0.64551,0.65067,0.28230,0.28330,
1560004900236725504,0.76384,-1.36947,0.00963,0.64348,0.64919,0.28595,0.28761,
1560004900336725760,0.78995,-1.39117,0.01033,0.64187,0.64776,0.28919,0.29115,
1560004900436726016,0.81632,-1.41126,0.01098,0.64079,0.64592,0.29230,0.29451,
1560004900536717056,0.84630,-1.43474,0.01158,0.63937,0.64431,0.29521,0.29821,
1560004900636717568,0.87479,-1.45755,0.01211,0.63773,0.64298,0.29802,0.30178,
1560004900736717824,0.90392,-1.47992,0.01278,0.63681,0.64126,0.30059,0.30479,
1560004900836717824,0.93289,-1.50234,0.01353,0.63579,0.63985,0.30298,0.30752,
1560004900936718080,0.96137,-1.52400,0.01388,0.63456,0.63907,0.30511,0.30957,
1560004901036647680,0.98906,-1.54453,0.01438,0.63427,0.63808,0.30663,0.31070,
1560004901136647680,1.01757,-1.56602,0.01424,0.63370,0.63786,0.30778,0.31117,
1560004901236647680,1.04585,-1.58853,0.01437,0.63326,0.63761,0.30855,0.31183,
1560004901336647936,1.07383,-1.60974,0.01474,0.63317,0.63724,0.30913,0.31217,
1560004901436648192,1.10137,-1.63145,0.01541,0.63311,0.63694,0.30927,0.31277,
1560004901536670208,1.13071,-1.65418,0.01543,0.63234,0.63722,0.30986,0.31319,
1560004901636670464,1.15936,-1.67505,0.01575,0.63185,0.63712,0.31083,0.31340,
1560004901836670720,1.21819,-1.71867,0.01634,0.63076,0.63651,0.31300,0.31468,
1560004902036709888,1.27868,-1.76447,0.01649,0.62989,0.63514,0.31496,0.31722,
1560004902136709888,1.30859,-1.78669,0.01696,0.62927,0.63439,0.31608,0.31885,
1560004902236710400,1.34034,-1.80828,0.01680,0.62816,0.63360,0.31802,0.32068,
1560004902336710144,1.37226,-1.82840,0.01744,0.62726,0.63185,0.32049,0.32342,
1560004902436710400,1.40401,-1.84538,0.01767,0.62518,0.63026,0.32460,0.32643,
1560004902636632320,1.47241,-1.88266,0.01864,0.62035,0.62557,0.33366,0.33540,
1560004902736632576,1.50908,-1.89854,0.01798,0.61750,0.62256,0.33955,0.34031,
1560004902836632832,1.54514,-1.91147,0.01776,0.61386,0.61880,0.34676,0.34645,
1560004903036719360,1.62437,-1.93602,0.01837,0.60308,0.60853,0.36528,0.36409,
1560004903136719616,1.66684,-1.94738,0.01869,0.59677,0.60311,0.37520,0.37331,
1560004903236719616,1.70850,-1.95820,0.01897,0.59083,0.59811,0.38379,0.38195,
1560004903436720128,1.79852,-1.98364,0.01832,0.57923,0.58909,0.39923,0.39759,
1560004903536667904,1.84596,-1.99401,0.01865,0.57440,0.58397,0.40657,0.40467,
1560004903736668160,1.93906,-2.01435,0.01881,0.56389,0.57474,0.42006,0.41864,
1560004903836668416,1.98457,-2.02183,0.01988,0.55921,0.56894,0.42636,0.42639,
1560004904036633856,2.06897,-2.03232,0.02191,0.55019,0.55641,0.43896,0.44159,
1560004904136633856,2.11330,-2.03479,0.02254,0.54522,0.55052,0.44574,0.44831,
1560004904236634112,2.15691,-2.03614,0.02256,0.53901,0.54507,0.45301,0.45514,
1560004904436634624,2.24549,-2.03707,0.02262,0.52736,0.53420,0.46659,0.46778,
1560004904536562688,2.29167,-2.03742,0.02230,0.52182,0.52914,0.47249,0.47378,
1560004904736563200,2.38476,-2.03653,0.02218,0.51240,0.52093,0.48309,0.48240,
1560004904836563712,2.42820,-2.03441,0.02186,0.50808,0.51718,0.48777,0.48626,
1560004905036514816,2.52073,-2.02928,0.02247,0.49890,0.50890,0.49695,0.49514,
1560004905236514816,2.61132,-2.02019,0.02201,0.48976,0.49988,0.50620,0.50401,
1560004905336515072,2.65526,-2.01520,0.02175,0.48487,0.49572,0.51048,0.50851,
1560004905536476672,2.73919,-2.00369,0.02198,0.47578,0.48810,0.51828,0.51650,
