1560025110306326272,0.00285,-0.26948,-0.00583,0.69816,0.71591,0.00445,0.00451,-0.01036,-0.47544,-0.02353,
1560025110406327040,0.00311,-0.31617,-0.00520,0.69879,0.71531,0.00369,0.00340,-0.00461,-0.44991,0.00085,
1560025110506327040,0.00445,-0.37001,-0.00458,0.69797,0.71612,0.00279,0.00231,-0.00265,-0.45877,0.00238,
1560025110606327040,0.01144,-0.42312,-0.00109,0.69902,0.71509,0.00334,0.00094,0.02091,-0.48541,0.00380,
1560025110706261760,0.01783,-0.47717,-0.00044,0.69890,0.71520,0.00422,-0.00053,0.04186,-0.50182,-0.01252,
1560025110806262016,0.01773,-0.52658,-0.00048,0.69900,0.71511,0.00417,-0.00053,-0.01012,-0.45404,0.00996,
1560025110906262272,0.02216,-0.57602,0.00061,0.69905,0.71505,0.00523,-0.00022,0.02262,-0.43414,0.01030,
1560025111006262528,0.02751,-0.62341,0.00255,0.69981,0.71430,0.00590,0.00103,0.01751,-0.44140,0.00028,
1560025111106262784,0.02858,-0.67330,0.00077,0.69894,0.71514,0.00612,0.00394,0.04699,-0.45180,0.00444,
1560025111206246400,0.03302,-0.71653,0.00133,0.70069,0.71340,0.00827,0.00513,0.02775,-0.48771,-0.01255,
1560025111306246400,0.03547,-0.76383,0.00372,0.70060,0.71346,0.00925,0.00619,0.05432,-0.44803,0.01444,
1560025111406246656,0.03862,-0.81140,0.00448,0.70106,0.71301,0.00978,0.00582,0.02964,-0.50623,-0.00093,
1560025111506246912,0.03978,-0.85882,0.00661,0.70241,0.71169,0.00954,0.00541,0.02180,-0.45337,0.03264,
1560025111606247168,0.04010,-0.91116,0.00698,0.70282,0.71130,0.00899,0.00399,0.02240,-0.54464,0.00361,
1560025111706240256,0.04172,-0.96508,0.00835,0.70350,0.71064,0.00882,0.00115,0.01990,-0.57562,0.00081,
1560025111806240512,0.04132,-1.02041,0.00894,0.70388,0.71026,0.00927,-0.00132,0.01539,-0.56946,0.01077,
1560025111906240768,0.04226,-1.07826,0.01022,0.70420,0.70992,0.01000,-0.00346,0.00490,-0.58441,0.01883,
1560025112006241024,0.04324,-1.13876,0.01134,0.70465,0.70946,0.01058,-0.00395,0.03015,-0.62847,0.00543,
1560025112106241280,0.04632,-1.20165,0.01312,0.70538,0.70873,0.01141,-0.00392,0.03496,-0.64673,0.00851,
1560025112206290944,0.04947,-1.26593,0.01433,0.70520,0.70890,0.01148,-0.00370,0.02643,-0.64120,0.01391,
1560025112306291456,0.05228,-1.33160,0.01471,0.70480,0.70932,0.01076,-0.00256,0.02064,-0.65871,0.01053,
1560025112406291456,0.05454,-1.39683,0.01548,0.70461,0.70951,0.01045,-0.00146,0.02266,-0.65512,0.01149,
1560025112506291968,0.05795,-1.46281,0.01481,0.70376,0.71037,0.00950,-0.00107,0.04077,-0.65980,0.00514,
1560025112606291712,0.05979,-1.52822,0.01409,0.70300,0.71114,0.00825,-0.00122,0.01897,-0.67034,-0.00071,
1560025112706252032,0.06325,-1.59252,0.01305,0.70215,0.71198,0.00753,-0.00273,0.04085,-0.66307,-0.00602,
